diagram_id,field_index,label_verbatim,width_bytes,encoding,values_verbatim,pdf_page,visual_anchor,notes
D1,㉑,Programmable tuning step,1,bcd_packed,100 kHz digit: 0 ~ 9 | 10 kHz digit: 0 ~ 9,12,"PDF page 12, right column, field-definition list of command 1A 00; right-hand box of the same four-nibble sub-diagram.","mode class: common. Measured byte position 2 of band 3. Same reversed label list as ⑳; leaders followed by eye. encoding bcd_packed: each nibble is one decimal digit with a printed decimal weight. See the .md: the drawn weight order 1 kHz, 100 Hz, 100 kHz, 10 kHz is not monotonic and is recorded as printed, not reconciled."
D1,㉒,Attenuator setting,1,enum_byte,00=OFF | 10=10dB | 20=20dB | 30=30dB,12,"PDF page 12, right column, field-definition list of command 1A 00; the one-box sub-diagram headed ㉒, a single arrow rising from the nibble divider.","mode class: common. Measured byte position 3 of band 3. A single leader rises from the divider of the box, so the codes apply to the whole byte. encoding enum_byte: all four codes are printed as two-digit byte values."
D1,㉓,Preamplifier setting,1,enum_nibble,0 (Fixed) | 0=OFF | 1=ON,12,"PDF page 12, right column, field-definition list of command 1A 00; the one-box sub-diagram headed ㉓, box drawn as 0 : X.",mode class: common. Measured byte position 4 of band 3. Left nibble printed as literal 0 with leader 0 (Fixed); right nibble carries the codes. encoding enum_nibble.
D1,㉔,Antenna setting,1,enum_nibble,0 (Fixed) | 0=ANT1 | 1=ANT2 | 2=ANT3,12,"PDF page 12, right column, field-definition list of command 1A 00; the one-box sub-diagram headed ㉔, box drawn as 0 : X.","mode class: common. Measured byte position 5 of band 3. encoding enum_nibble: high nibble fixed 0, low nibble an enumerated code list."
D1,㉕,IP plus (IP+) function,1,enum_nibble,0 (Fixed) | 0=OFF | 1=ON,12,"PDF page 12, right column, field-definition list of command 1A 00; the one-box sub-diagram headed ㉕, box drawn as 0 : X.","mode class: common. Measured byte position 6 of band 3. encoding enum_nibble: high nibble fixed 0, low nibble an enumerated code list."
D1,㉖ ~ ㊶,Memory name (Up to 16 characters),16,unstated,"A to Z, a to z, 0 to 9, (space), @ % & # + - = [ ] / ( ) : ; ^ ! ? < > . , "" $ ' * _ ` { | } ~ \",12,"PDF page 12, right column, field-definition list of command 1A 00; last heading of the right column, one line of text and no sub-diagram - the character list transcribed into values_verbatim is not on this page but in the Character entries table on PDF page 11, Cmd 1A / Sub Cmd 00, MEMORY NAME row.","mode class: common. Measured byte position 7-22 of band 3, i.e. 16 bytes, which agrees with the printed Up to 16 characters and with the Total character number 16 in the Character entries table. Printed against the field on page 12: Refer to ""Character entries"" (p. 10). values_verbatim is the Selectable characters cell of the MEMORY NAME row of that table, transcribed from PDF page 11 (folio 10). WARNING: that printed list itself contains a vertical bar as a selectable character, so this cell is ONE entry and must not be split on the "" | "" separator. encoding unstated: the pages name the selectable characters but never state a character encoding."
D2,㊷,Tone squelch type,1,enum_nibble,0 (Fixed) | 0=OFF | 1=TSQL | 2=DTCS,13,"PDF page 13, left column, under the bold heading For receiving an FM signal; the one-box sub-diagram headed ㊷, box drawn as 0 : X, first field below the seven-box band.","mode class: FM. Printed index ㊷; measured byte position 1 of this band (the band is drawn as a continuation, an arrow entering it from the left). encoding enum_nibble: high nibble printed as a literal 0 with leader 0 (Fixed), low nibble an enumerated code list."
D2,㊸ ~ ㊺,Tone squelch frequency,3,unstated,,13,"PDF page 13, left column, under the bold heading For receiving an FM signal; heading below the Tone squelch type sub-diagram, one line of text and no sub-diagram.","mode class: FM. Printed index ㊸ ~ ㊺; measured byte positions 2-4 of this band, counted from the bracket on the render. Only Refer to ""TSQL frequency"" (p. 18) is printed against this field, so values_verbatim is empty; folio 18 = PDF page 19 was not read (outside the named pages)."
D2,㊻ ~ ㊽,DTCS code,3,unstated,,13,"PDF page 13, left column, under the bold heading For receiving an FM signal; last heading of that block, one line of text and no sub-diagram.","mode class: FM. Printed index ㊻ ~ ㊽; measured byte positions 5-7 of this band. Only Refer to ""DTCS code"" (p. 18) is printed against this field, so values_verbatim is empty; folio 18 = PDF page 19 was not read."
D3,㊷,Digital squelch (D.SQL) type,1,enum_nibble,0 (Fixed) | 0=OFF | 1=NAC,13,"PDF page 13, right column, under the bold heading For receiving a P25 signal; the one-box sub-diagram headed ㊷, box drawn as 0 : X, below the four-box band.",mode class: P25. Printed index ㊷; measured byte position 1 of this band. Transcribed independently of the identically indexed field in the other mode blocks. encoding enum_nibble.
D3,㊸,NAC,1,unstated,0 (Fixed) | 100th posiiton: 0 ~ F,13,"PDF page 13, right column, under the bold heading For receiving a P25 signal; leftmost box of the three-box sub-diagram under the heading ㊸ ~ ㊺ NAC, box drawn as 0 : X.","mode class: P25. Printed index ㊸; measured byte position 2 of this band. HAZARD (c): the six leader labels are printed top-to-bottom in the exact reverse of the drawn nibble order; each leader was followed by eye on the render. 100th posiiton is printed with that spelling and is transcribed as printed. encoding unstated: the printed digits run 0 ~ F, which is not decimal, and the page names no encoding."
D3,㊹,NAC,1,unstated,0 (Fixed) | 10th position: 0 ~ F,13,"PDF page 13, right column, under the bold heading For receiving a P25 signal; middle box of the same three-box sub-diagram.","mode class: P25. Printed index ㊹; measured byte position 3 of this band. Leaders followed by eye (reversed label list). encoding unstated: digits 0 ~ F, no encoding named."
D3,㊺,NAC,1,unstated,0 (Fixed) | Once position: 0 ~ F,13,"PDF page 13, right column, under the bold heading For receiving a P25 signal; rightmost box of the same three-box sub-diagram.","mode class: P25. Printed index ㊺; measured byte position 4 of this band. Leaders followed by eye (reversed label list). encoding unstated: digits 0 ~ F, no encoding named."
D4,㊷,Digital squelch (D.SQL) type,1,enum_nibble,0 (Fixed) | 0=OFF | 2=CSQL,13,"PDF page 13, left column, under the bold heading For receiving a D-STAR signal; the one-box sub-diagram headed ㊷, box drawn as 0 : X, below the two-box band.","mode class: D-STAR. Printed index ㊷; measured byte position 1 of this band. Transcribed independently: this block prints 0=OFF and 2=CSQL and prints no code 1, unlike the FM, P25, dPMR, NXDN and DCR blocks. encoding enum_nibble."
D4,㊸,Digital code squelch (CSQL) code,1,bcd_packed,10th position: 0 ~ 9 | Once position: 0 ~ 9,13,"PDF page 13, left column, under the bold heading For receiving a D-STAR signal; the one-box sub-diagram headed ㊸, box drawn as X : X with two arrows.","mode class: D-STAR. Printed index ㊸; measured byte position 2 of this band. HAZARD (c): the two labels are printed Once position then 10th position, the reverse of the drawn nibble order; leaders followed by eye, so values_verbatim runs 10th (left nibble) then Once (right nibble). encoding bcd_packed: two decimal digits with printed decimal weights in one byte."
D5,㊷,Digital squelch (D.SQL) type,1,enum_nibble,0 (Fixed) | 0=OFF | 1=COM ID | 2=CC,14,"PDF page 14, left column, under the bold heading For receiving a dPMR signal; the one-box sub-diagram headed ㊷, box drawn as 0 : X, below the eight-box band.",mode class: dPMR. Printed index ㊷; measured byte position 1 of this band. encoding enum_nibble.
D5,㊸,COM ID,1,bcd_packed,0 (Fixed) | 100th position: 0 ~ 2,14,"PDF page 14, left column, under the bold heading For receiving a dPMR signal; left-hand box of the two-box sub-diagram under the heading ㊸, ㊹ COM ID, box drawn as 0 : X.","mode class: dPMR. Printed index ㊸; measured byte position 2 of this band. HAZARD (c): the four labels are printed in the reverse of the drawn nibble order; leaders followed by eye. label_verbatim is the printed heading for the pair. encoding bcd_packed: decimal digits with printed decimal weights, the top nibble a fixed printed 0."
D5,㊹,COM ID,1,bcd_packed,10th position: 0 ~ 9 | Once position: 0 ~ 9,14,"PDF page 14, left column, under the bold heading For receiving a dPMR signal; right-hand box of the same two-box COM ID sub-diagram.",mode class: dPMR. Printed index ㊹; measured byte position 3 of this band. Leaders followed by eye (reversed label list). encoding bcd_packed.
D5,㊺,CC,1,bcd_packed,10th position: 0 ~ 6 | Once position: 0 ~ 9,14,"PDF page 14, left column, under the bold heading For receiving a dPMR signal; the one-box sub-diagram headed ㊺ CC, box drawn as X : X.","mode class: dPMR. Printed index ㊺; measured byte position 4 of this band. Leaders followed by eye: printed label order is Once then 10th, drawn order is 10th then Once. encoding bcd_packed."
D5,㊻,Scrambler (SCRM) setting,1,enum_nibble,0 (Fixed) | 0=OFF | 1=ON,14,"PDF page 14, left column, under the bold heading For receiving a dPMR signal; the one-box sub-diagram headed ㊻, box drawn as 0 : X.",mode class: dPMR. Printed index ㊻; measured byte position 5 of this band. encoding enum_nibble.
D5,㊼,Scrambler key,1,bcd_packed,0 (Fixed) | 10000th position: 0 ~ 3,14,"PDF page 14, left column, under the bold heading For receiving a dPMR signal; leftmost box of the three-box sub-diagram under the heading ㊼ ~ ㊾ Scrambler key.",mode class: dPMR. Printed index ㊼; measured byte position 6 of this band. HAZARD (c): the six labels are printed in the reverse of the drawn nibble order; leaders followed by eye. encoding bcd_packed.
D5,㊽,Scrambler key,1,bcd_packed,1000th position: 0 ~ 9 | 100th position: 0 ~ 9,14,"PDF page 14, left column, under the bold heading For receiving a dPMR signal; middle box of the same three-box Scrambler key sub-diagram.",mode class: dPMR. Printed index ㊽; measured byte position 7 of this band. Leaders followed by eye. encoding bcd_packed.
D5,㊾,Scrambler key,1,bcd_packed,10th position: 0 ~ 9 | Once position: 0 ~ 9,14,"PDF page 14, left column, under the bold heading For receiving a dPMR signal; rightmost box of the same three-box Scrambler key sub-diagram.",mode class: dPMR. Printed index ㊾; measured byte position 8 of this band. Leaders followed by eye. encoding bcd_packed.
D6,㊷,Digital squelch (D.SQL) type,1,enum_nibble,0 (Fixed) | 0=OFF | 1=RAN,14,"PDF page 14, right column, under the bold heading For receiving an NXDN signal; the one-box sub-diagram headed ㊷, box drawn as 0 : X, below the six-box band.",mode class: NXDN. Printed index ㊷; measured byte position 1 of this band. encoding enum_nibble.
D6,㊸,Radio Access Number (RAN) code,1,bcd_packed,10th position: 0 ~ 6 | Once position: 0 ~ 9,14,"PDF page 14, right column, under the bold heading For receiving an NXDN signal; the one-box sub-diagram headed ㊸, box drawn as X : X.","mode class: NXDN. Printed index ㊸; measured byte position 2 of this band. Leaders followed by eye: printed label order Once then 10th, drawn order 10th then Once. encoding bcd_packed."
D6,㊹,Encryption setting,1,enum_nibble,0 (Fixed) | 0=OFF | 1=ON,14,"PDF page 14, right column, under the bold heading For receiving an NXDN signal; the one-box sub-diagram headed ㊹, box drawn as 0 : X.",mode class: NXDN. Printed index ㊹; measured byte position 3 of this band. encoding enum_nibble.
D6,㊺,Encryption key,1,bcd_packed,0 (Fixed) | 10000th position: 0 ~ 3,14,"PDF page 14, right column, under the bold heading For receiving an NXDN signal; leftmost box of the three-box sub-diagram under the heading ㊺ ~ ㊼ Encryption key.",mode class: NXDN. Printed index ㊺; measured byte position 4 of this band. HAZARD (c): six labels printed in the reverse of the drawn nibble order; leaders followed by eye. encoding bcd_packed.
D6,㊻,Encryption key,1,bcd_packed,1000th position: 0 ~ 9 | 100th position: 0 ~ 9,14,"PDF page 14, right column, under the bold heading For receiving an NXDN signal; middle box of the same three-box Encryption key sub-diagram.",mode class: NXDN. Printed index ㊻; measured byte position 5 of this band. Leaders followed by eye. encoding bcd_packed.
D6,㊼,Encryption key,1,bcd_packed,10th position: 0 ~ 9 | Once position: 0 ~ 9,14,"PDF page 14, right column, under the bold heading For receiving an NXDN signal; rightmost box of the same three-box Encryption key sub-diagram.",mode class: NXDN. Printed index ㊼; measured byte position 6 of this band. Leaders followed by eye. encoding bcd_packed.
D7,㊷,Digital squelch (D.SQL) type,1,enum_nibble,0 (Fixed) | 0=OFF | 1=UC,15,"PDF page 15, left column, under the bold heading For receiving a DCR signal; the one-box sub-diagram headed ㊷, box drawn as 0 : X, below the seven-box band.",mode class: DCR. Printed index ㊷; measured byte position 1 of this band. encoding enum_nibble.
D7,㊸,UC code,1,bcd_packed,0 (Fixed) | 100th position: 0 ~ 5,15,"PDF page 15, left column, under the bold heading For receiving a DCR signal; left-hand box of the two-box sub-diagram under the heading ㊸, ㊹ UC code.",mode class: DCR. Printed index ㊸; measured byte position 2 of this band. HAZARD (c): four labels printed in the reverse of the drawn nibble order; leaders followed by eye. encoding bcd_packed.
D7,㊹,UC code,1,bcd_packed,10th position: 0 ~ 9 | Once position: 0 ~ 9,15,"PDF page 15, left column, under the bold heading For receiving a DCR signal; right-hand box of the same two-box UC code sub-diagram.",mode class: DCR. Printed index ㊹; measured byte position 3 of this band. Leaders followed by eye. encoding bcd_packed.
D7,㊺,Encryption setting,1,enum_nibble,0 (Fixed) | 0=OFF | 1=ON,15,"PDF page 15, left column, under the bold heading For receiving a DCR signal; the one-box sub-diagram headed ㊺, box drawn as 0 : X.",mode class: DCR. Printed index ㊺; measured byte position 4 of this band. encoding enum_nibble.
D7,㊻,Encryption key,1,bcd_packed,0 (Fixed) | 10000th position: 0 ~ 3,15,"PDF page 15, left column, under the bold heading For receiving a DCR signal; leftmost box of the three-box sub-diagram under the heading ㊻ ~ ㊽ Encryption key.",mode class: DCR. Printed index ㊻; measured byte position 5 of this band. HAZARD (c): six labels printed in the reverse of the drawn nibble order; leaders followed by eye. encoding bcd_packed.
D7,㊼,Encryption key,1,bcd_packed,1000th position: 0 ~ 9 | 100th position: 0 ~ 9,15,"PDF page 15, left column, under the bold heading For receiving a DCR signal; middle box of the same three-box Encryption key sub-diagram.",mode class: DCR. Printed index ㊼; measured byte position 6 of this band. Leaders followed by eye. encoding bcd_packed.
D7,㊽,Encryption key,1,bcd_packed,10th position: 0 ~ 9 | Once position: 0 ~ 9,15,"PDF page 15, left column, under the bold heading For receiving a DCR signal; rightmost box of the same three-box Encryption key sub-diagram.",mode class: DCR. Printed index ㊽; measured byte position 7 of this band. Leaders followed by eye. encoding bcd_packed.
D8,"①, ②",,,unstated,"0000 ~ 0101 group | You cannot specify group ""0102"" (Program scan edge)",15,"PDF page 15, foot of the left column, the indexed list under the sentence Command 1A 00 clears a memory channel by sending the command in the following format.; first line of that list.","mode class: common (clear format of the same command 1A 00). No label is printed for this entry, only the value text, so label_verbatim is empty. No width and no diagram are printed for this list, so width_bytes is empty. See the .md: including this block is a recorded judgement call."
D8,"③, ④",Memory channel number,,unstated,,15,"PDF page 15, foot of the left column, the indexed list under the sentence Command 1A 00 clears a memory channel by sending the command in the following format.; third line of that list, below the You cannot specify group line.","mode class: common (clear format). The page prints only the words Memory channel number against this index; no code or range is printed, so values_verbatim is empty. No width is printed."
D8,⑤,,,fixed,"""FF""",15,"PDF page 15, foot of the left column, the indexed list under the sentence Command 1A 00 clears a memory channel by sending the command in the following format.; fourth line of that list.","mode class: common (clear format). No label is printed, only the value. encoding fixed: the page prints one literal value, ""FF"", and no alternatives. No width is printed."
D8,⑥ ~,,,-,None,15,"PDF page 15, foot of the left column, the indexed list under the sentence Command 1A 00 clears a memory channel by sending the command in the following format.; last line of that list.","mode class: common (clear format). The printed index token ends in a tilde with no closing index and is transcribed exactly so. The page prints None against it, i.e. no data follows, so encoding is not applicable and is given as -. No width is printed."
